date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
17/10/2006,75.04,75.27,74.04,74.29,17164053,-0.142,-1.47%,9.5204,N/A,N/A
18/10/2006,74.75,78.59,73.91,74.53,39000858,0.031,0.32%,9.5512,N/A,N/A
19/10/2006,79.26,79.95,78.16,78.99,54034819,0.572,5.98%,10.1228,N/A,N/A
20/10/2006,78.97,79.99,78.67,79.95,22833513,0.123,1.22%,10.2458,N/A,N/A
23/10/2006,79.99,81.9,79.75,81.46,29710054,0.194,1.89%,10.4393,N/A,N/A
24/10/2006,81.21,81.68,80.2,81.05,16528813,-0.053,-0.50%,10.3868,N/A,N/A
25/10/2006,81.35,82,81.01,81.68,17194484,0.081,0.78%,10.4675,N/A,N/A
26/10/2006,81.9,82.6,81.13,82.19,15445645,0.065,0.62%,10.5328,N/A,N/A
27/10/2006,81.75,82.45,80.01,80.41,21237767,-0.228,-2.17%,10.3047,N/A,N/A
30/10/2006,79.985,80.9,79.5,80.42,17851164,0.001,0.01%,10.306,N/A,N/A
31/10/2006,81.45,81.68,80.23,81.08,17893513,0.085,0.82%,10.3906,N/A,N/A
01/11/2006,81.1,81.38,78.36,79.16,21827633,-0.246,-2.37%,10.1445,N/A,N/A
02/11/2006,78.915,79.32,78.5,78.98,16618736,-0.023,-0.23%,10.1215,N/A,N/A
03/11/2006,79.36,79.53,77.79,78.29,15423330,-0.088,-0.87%,10.033,N/A,N/A
06/11/2006,78.95,80.06,78.43,79.71,15196615,0.182,1.81%,10.215,N/A,N/A
07/11/2006,80.45,81,80.13,80.51,18780235,0.103,1.00%,10.3175,N/A,N/A
08/11/2006,80.02,82.69,79.89,82.45,24578731,0.249,2.41%,10.5662,N/A,N/A
09/11/2006,82.9,84.69,82.12,83.34,32958287,0.114,1.08%,10.6802,N/A,N/A
10/11/2006,83.55,83.6,82.5,83.12,13190949,-0.028,-0.26%,10.652,N/A,N/A
13/11/2006,83.22,84.45,82.64,84.35,16091060,0.158,1.48%,10.8097,N/A,N/A
14/11/2006,84.8,85,83.9,85,21030568,0.083,0.77%,10.893,N/A,N/A
15/11/2006,85.05,85.9,84,84.05,23321898,-0.122,-1.12%,10.7712,N/A,N/A
16/11/2006,84.87,86.3,84.62,85.61,24771282,0.2,1.86%,10.9711,N/A,N/A
17/11/2006,85.145,85.94,85,85.85,16603648,0.031,0.28%,11.0019,N/A,N/A
20/11/2006,85.4,87,85.2,86.47,20270253,0.079,0.72%,11.0813,N/A,N/A
21/11/2006,87.42,88.6,87.11,88.6,22214761,0.273,2.46%,11.3543,N/A,N/A
22/11/2006,88.99,90.75,87.85,90.31,23992868,0.219,1.93%,11.5734,N/A,N/A
24/11/2006,89.53,93.08,89.5,91.63,18525011,0.169,1.46%,11.7426,N/A,N/A
27/11/2006,92.51,93.159,89.5,89.54,38356782,-0.268,-2.28%,11.4748,N/A,N/A
28/11/2006,90.36,91.97,89.91,91.81,36995102,0.291,2.54%,11.7657,N/A,N/A
29/11/2006,93,93.15,90.25,91.8,41314871,-0.001,-0.01%,11.7644,N/A,N/A
30/11/2006,92.215,92.68,91.06,91.66,31075101,-0.018,-0.15%,11.7464,N/A,N/A
01/12/2006,91.8,92.33,90.1,91.32,28389296,-0.044,-0.37%,11.7029,N/A,N/A
04/12/2006,91.88,92.05,90.5,91.12,25340575,-0.026,-0.22%,11.6772,N/A,N/A
05/12/2006,91.655,92.33,90.87,91.27,23665289,0.019,0.16%,11.6965,N/A,N/A
06/12/2006,90.645,91.39,89.67,89.83,22763232,-0.185,-1.58%,11.5119,N/A,N/A
07/12/2006,90.025,90.5,86.9,87.04,35880187,-0.358,-3.11%,11.1544,N/A,N/A
08/12/2006,87.23,89.39,87,88.26,28000805,0.156,1.40%,11.3107,N/A,N/A
11/12/2006,88.9,89.3,88.05,88.75,17714328,0.063,0.56%,11.3735,N/A,N/A
12/12/2006,88.61,88.84,85.53,86.14,36927165,-0.334,-2.94%,11.039,N/A,N/A
13/12/2006,87.95,89.07,87.15,89.05,30550739,0.373,3.38%,11.412,N/A,N/A
14/12/2006,89.05,90,88.26,88.55,29699654,-0.064,-0.56%,11.3479,N/A,N/A
15/12/2006,89.02,89.22,87.33,87.72,26388250,-0.106,-0.94%,11.2415,N/A,N/A
18/12/2006,87.625,88,84.59,85.47,25763401,-0.288,-2.56%,10.9532,N/A,N/A
19/12/2006,84.73,86.68,83.62,86.31,32519476,0.108,0.98%,11.0608,N/A,N/A
20/12/2006,86.47,86.67,84.74,84.76,20285100,-0.199,-1.80%,10.8622,N/A,N/A
21/12/2006,84.6956,85.48,82.2,82.9,32230205,-0.238,-2.19%,10.6238,N/A,N/A
22/12/2006,83.46,84.0391,81.6,82.2,21897783,-0.09,-0.84%,10.5341,N/A,N/A
26/12/2006,82.15,82.57,80.89,81.51,17504071,-0.088,-0.84%,10.4457,N/A,N/A
27/12/2006,78.15,82,76.77,81.52,69076518,0.001,0.01%,10.447,N/A,N/A
28/12/2006,80.22,81.25,79.65,80.87,39988591,-0.083,-0.80%,10.3637,N/A,N/A
29/12/2006,83.95,85.4,83.36,84.84,38390415,0.509,4.91%,10.8724,N/A,N/A
03/01/2007,86.29,86.58,81.9,83.8,44064648,-0.133,-1.23%,10.7392,N/A,N/A
04/01/2007,84.05,85.95,83.82,85.66,30249650,0.238,2.22%,10.9775,N/A,N/A
05/01/2007,85.77,86.2,84.4,85.05,29789574,-0.078,-0.71%,10.8994,N/A,N/A
08/01/2007,85.96,86.53,85.28,85.47,28446339,0.054,0.49%,10.9532,N/A,N/A
09/01/2007,86.45,92.98,85.15,92.57,119535857,0.91,8.31%,11.8631,N/A,N/A
10/01/2007,94.75,97.8,93.45,97,105087908,0.568,4.79%,12.4308,N/A,N/A
11/01/2007,95.94,96.78,95.1,95.8,51425883,-0.154,-1.24%,12.277,N/A,N/A
12/01/2007,94.59,95.06,93.23,94.62,46870715,-0.151,-1.23%,12.1258,N/A,N/A
16/01/2007,95.68,97.25,95.45,97.1,44400642,0.318,2.62%,12.4436,N/A,N/A
17/01/2007,97.56,97.6,94.82,94.95,54978850,-0.276,-2.21%,12.1681,N/A,N/A
18/01/2007,92.1,92.11,89.05,89.07,84412062,-0.754,-6.19%,11.4145,N/A,N/A
19/01/2007,88.63,89.65,88.12,88.5,48619182,-0.073,-0.64%,11.3415,N/A,N/A
22/01/2007,89.14,89.16,85.65,86.79,51546583,-0.219,-1.93%,11.1223,N/A,N/A
23/01/2007,85.73,87.51,85.51,85.7,43104929,-0.14,-1.26%,10.9827,N/A,N/A
24/01/2007,86.68,87.15,86.08,86.7,33127884,0.128,1.17%,11.1108,N/A,N/A
25/01/2007,87.111,88.5,86.03,86.25,32348634,-0.058,-0.52%,11.0531,N/A,N/A
26/01/2007,87.115,87.37,84.99,85.38,35228163,-0.111,-1.01%,10.9416,N/A,N/A
29/01/2007,86.3,86.65,85.53,85.94,32192781,0.072,0.66%,11.0134,N/A,N/A
30/01/2007,86.43,86.49,85.25,85.55,20603265,-0.05,-0.45%,10.9634,N/A,N/A
31/01/2007,84.86,86,84.35,85.73,30487740,0.023,0.21%,10.9865,N/A,N/A
01/02/2007,86.23,86.27,84.74,84.74,23671834,-0.127,-1.15%,10.8596,N/A,N/A
02/02/2007,84.12,85.25,83.7,84.75,22192616,0.001,0.01%,10.8609,N/A,N/A
05/02/2007,84.3,85.23,83.94,83.94,20668021,-0.104,-0.96%,10.7571,N/A,N/A
06/02/2007,84.45,84.47,82.86,84.15,30847038,0.027,0.25%,10.784,N/A,N/A
07/02/2007,84.48,86.38,83.55,86.15,37943211,0.256,2.38%,11.0403,N/A,N/A
08/02/2007,85.43,86.51,85.41,86.18,24237803,0.004,0.03%,11.0442,N/A,N/A
09/02/2007,85.88,86.2,83.21,83.27,30716757,-0.373,-3.38%,10.6712,N/A,N/A
12/02/2007,84.43,85.18,83.63,84.88,25834474,0.206,1.93%,10.8776,N/A,N/A
13/02/2007,85.16,85.29,84.3,84.7,20583614,-0.023,-0.21%,10.8545,N/A,N/A
14/02/2007,84.63,85.64,84.57,85.3,18134636,0.077,0.71%,10.9314,N/A,N/A
15/02/2007,85.44,85.62,84.78,85.21,12986136,-0.012,-0.11%,10.9199,N/A,N/A
16/02/2007,85.25,85.41,84.66,84.83,13603122,-0.049,-0.45%,10.8712,N/A,N/A
20/02/2007,84.65,86.16,84.16,85.9,22053073,0.137,1.26%,11.0083,N/A,N/A
21/02/2007,85.98,89.49,85.96,89.2,41222077,0.423,3.84%,11.4312,N/A,N/A
22/02/2007,90.8,90.81,88.53,89.51,29932038,0.04,0.35%,11.4709,N/A,N/A
23/02/2007,89.16,90.34,88.85,89.07,18487924,-0.056,-0.49%,11.4145,N/A,N/A
26/02/2007,89.84,90,87.61,88.65,21995439,-0.054,-0.47%,11.3607,N/A,N/A
27/02/2007,86.3,87.08,83.41,83.93,40879766,-0.605,-5.32%,10.7558,N/A,N/A
28/02/2007,83,85.6,83,84.61,32835455,0.087,0.81%,10.843,N/A,N/A
01/03/2007,84.03,88.31,83.75,87.06,50551554,0.314,2.90%,11.1569,N/A,N/A
02/03/2007,86.77,87.54,85.21,85.41,30707518,-0.211,-1.90%,10.9455,N/A,N/A
05/03/2007,85.89,88.65,85.76,86.3199,29519764,0.117,1.07%,11.0621,N/A,N/A
06/03/2007,87.8,88.31,87.4,88.19,25781854,0.24,2.17%,11.3018,N/A,N/A
07/03/2007,88.05,88.97,87.45,87.72,22185836,-0.06,-0.53%,11.2415,N/A,N/A
08/03/2007,88.59,88.72,87.46,88,18242880,0.036,0.32%,11.2774,N/A,N/A
09/03/2007,88.8,88.85,87.4,87.97,16075086,-0.004,-0.03%,11.2736,N/A,N/A
12/03/2007,88.07,89.99,87.99,89.87,26034924,0.243,2.16%,11.5171,N/A,N/A
13/03/2007,89.41,90.6,88.4,88.4,30975358,-0.188,-1.64%,11.3287,N/A,N/A
14/03/2007,88.6,90,87.92,90,28418401,0.205,1.81%,11.5337,N/A,N/A
15/03/2007,89.96,90.36,89.31,89.57,19961733,-0.055,-0.48%,11.4786,N/A,N/A
16/03/2007,89.538,89.99,89.32,89.59,20385397,0.003,0.02%,11.4812,N/A,N/A
19/03/2007,90.24,91.55,89.59,91.13,25452648,0.197,1.72%,11.6785,N/A,N/A
20/03/2007,91.35,91.84,91.06,91.48,17455151,0.045,0.38%,11.7234,N/A,N/A
21/03/2007,91.99,94,91.65,93.87,24529104,0.306,2.61%,12.0297,N/A,N/A
22/03/2007,93.73,94.36,93,93.96,20050213,0.012,0.10%,12.0412,N/A,N/A
23/03/2007,93.35,94.07,93.3,93.52,16101388,-0.056,-0.47%,11.9848,N/A,N/A
26/03/2007,93.99,95.9,93.3,95.85,30755968,0.299,2.49%,12.2834,N/A,N/A
27/03/2007,95.71,96.83,95,95.46,32981687,-0.05,-0.41%,12.2334,N/A,N/A
28/03/2007,94.88,95.4,93.15,93.24,33856908,-0.284,-2.33%,11.9489,N/A,N/A
29/03/2007,94.19,94.19,92.23,93.75,25908416,0.065,0.55%,12.0143,N/A,N/A
30/03/2007,94.28,94.68,92.75,92.91,21445452,-0.108,-0.90%,11.9066,N/A,N/A
02/04/2007,94.14,94.25,93.02,93.65,17909572,0.095,0.80%,12.0015,N/A,N/A
03/04/2007,94.14,95.23,93.76,94.5,20846148,0.109,0.91%,12.1104,N/A,N/A
04/04/2007,94.94,95.14,94.13,94.27,17006420,-0.029,-0.24%,12.0809,N/A,N/A
