date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
26/02/2008,117.64,121.09,115.44,119.15,53745939,-0.076,-0.49%,15.2694,N/A,N/A
27/02/2008,118.23,123.05,118.09,122.96,52683413,0.488,3.20%,15.7576,N/A,N/A
28/02/2008,127.2,132.2,125.77,129.91,57794704,0.891,5.65%,16.6483,N/A,N/A
29/02/2008,129.75,130.21,124.8,125.02,44838544,-0.627,-3.76%,16.0216,N/A,N/A
03/03/2008,124.44,125.98,118,121.73,56920466,-0.422,-2.63%,15.6,N/A,N/A
04/03/2008,121.99,124.88,120.4,124.62,63763682,0.37,2.37%,15.9703,N/A,N/A
05/03/2008,123.58,125.14,122.25,124.4899,43636940,-0.017,-0.10%,15.9537,N/A,N/A
06/03/2008,124.4899,127.5,120.81,120.93,52632054,-0.456,-2.86%,15.4975,N/A,N/A
07/03/2008,120.41,122.9799,119.05,122.25,43953695,0.169,1.09%,15.6666,N/A,N/A
10/03/2008,121.98,123.46,119.37,119.69,35739047,-0.328,-2.09%,15.3386,N/A,N/A
11/03/2008,124.1,127.48,122,127.3501,41622202,0.982,6.40%,16.3202,N/A,N/A
12/03/2008,127.04,128.68,125.17,126.03,37843856,-0.169,-1.04%,16.151,N/A,N/A
13/03/2008,124.1,129.5,123,127.94,45151255,0.245,1.52%,16.3958,N/A,N/A
14/03/2008,129.88,130.3,124.2,126.61,41316269,-0.17,-1.04%,16.2254,N/A,N/A
17/03/2008,122.55,128.59,122.55,126.73,38307074,0.015,0.09%,16.2407,N/A,N/A
18/03/2008,129.18,133.0015,128.67,132.82,43039945,0.78,4.81%,17.0212,N/A,N/A
19/03/2008,133.12,134.29,129.67,129.67,36090600,-0.404,-2.37%,16.6175,N/A,N/A
20/03/2008,131.12,133.2915,129.18,133.27,32456650,0.461,2.78%,17.0789,N/A,N/A
24/03/2008,134.01,140.85,133.64,139.53,38119507,0.802,4.70%,17.8811,N/A,N/A
25/03/2008,139.96,143.1,137.33,140.98,37596140,0.186,1.04%,18.0669,N/A,N/A
26/03/2008,140.87,145.74,140.64,145.06,42217233,0.523,2.89%,18.5898,N/A,N/A
27/03/2008,144.95,145.31,139.99,140.25,35708131,-0.616,-3.32%,17.9734,N/A,N/A
28/03/2008,141.8,144.65,141.6,143.01,25547083,0.354,1.97%,18.3271,N/A,N/A
31/03/2008,143.27,145.71,142.52,143.5,27430839,0.063,0.34%,18.3899,N/A,N/A
01/04/2008,146.3,149.66,143.61,149.5301,36877317,0.773,4.20%,19.1626,N/A,N/A
02/04/2008,148.78,151.2,145.85,147.49,37320214,-0.261,-1.36%,18.9012,N/A,N/A
03/04/2008,147.06,153.63,147,151.61,37563004,0.528,2.79%,19.4292,N/A,N/A
04/04/2008,152.19,154.715,150.75,153.08,30527914,0.188,0.97%,19.6176,N/A,N/A
07/04/2008,156.13,159.69,155.11,155.89,41395988,0.36,1.84%,19.9777,N/A,N/A
08/04/2008,153.55,156.45,152.32,152.84,36258626,-0.391,-1.96%,19.5868,N/A,N/A
09/04/2008,153.31,153.89,150.46,151.44,31211125,-0.179,-0.92%,19.4074,N/A,N/A
10/04/2008,151.13,155.42,150.6,154.55,34160321,0.399,2.05%,19.8059,N/A,N/A
11/04/2008,152.72,153.3,146.4,147.14,43216946,-0.95,-4.79%,18.8563,N/A,N/A
14/04/2008,146.77,149.25,144.54,147.78,30189396,0.082,0.43%,18.9384,N/A,N/A
15/04/2008,149.4,149.72,145.72,148.38,24929883,0.077,0.41%,19.0152,N/A,N/A
16/04/2008,151.76,154.1,150.62,153.7,28420420,0.682,3.59%,19.697,N/A,N/A
17/04/2008,154.18,156,153.35,154.49,25189279,0.101,0.51%,19.7983,N/A,N/A
18/04/2008,159.04,162.26,158.38,161.04,36670142,0.839,4.24%,20.6377,N/A,N/A
21/04/2008,162.35,168.5,161.76,168.16,37112590,0.912,4.42%,21.5501,N/A,N/A
22/04/2008,167.41,168,158.09,160.2,51413219,-1.02,-4.73%,20.53,N/A,N/A
23/04/2008,164.05,164.84,161.08,162.89,53721101,0.345,1.68%,20.8747,N/A,N/A
24/04/2008,165.31,169.98,159.194,168.94,60616273,0.775,3.71%,21.6501,N/A,N/A
25/04/2008,170.6,171.1,166.42,169.73,35445425,0.101,0.47%,21.7513,N/A,N/A
28/04/2008,169.74,173.75,169.13,172.24,28114734,0.322,1.48%,22.073,N/A,N/A
29/04/2008,171.11,175.66,170.25,175.05,32981265,0.36,1.63%,22.4331,N/A,N/A
30/04/2008,176.26,180,172.92,173.95,40697228,-0.141,-0.63%,22.2921,N/A,N/A
01/05/2008,175.01,180,174.86,180,32270581,0.775,3.48%,23.0674,N/A,N/A
02/05/2008,180.31,181.92,178.55,180.94,35931418,0.12,0.52%,23.1879,N/A,N/A
05/05/2008,181.81,185.31,181.05,184.73,30519889,0.486,2.09%,23.6736,N/A,N/A
06/05/2008,184.56,187.12,182.18,186.66,32816765,0.247,1.04%,23.9209,N/A,N/A
07/05/2008,186.13,188.2,180.54,182.59,41326175,-0.522,-2.18%,23.3993,N/A,N/A
08/05/2008,183.75,186.5,183.07,185.06,32110148,0.317,1.35%,23.7159,N/A,N/A
09/05/2008,183.18,184.25,181.37,183.45,24038245,-0.206,-0.87%,23.5096,N/A,N/A
12/05/2008,185.12,188.87,182.85,188.16,29263070,0.604,2.57%,24.1132,N/A,N/A
13/05/2008,188.6,191.45,187.86,189.96,29401281,0.231,0.96%,24.3438,N/A,N/A
14/05/2008,191.29,192.24,185.57,186.26,32743680,-0.474,-1.95%,23.8697,N/A,N/A
15/05/2008,186.78,189.9,184.2,189.73,31185978,0.445,1.86%,24.3143,N/A,N/A
16/05/2008,190.3,190.3,187,187.6201,27348837,-0.27,-1.11%,24.044,N/A,N/A
19/05/2008,187.9,188.69,181.3,183.6,33796411,-0.515,-2.14%,23.5288,N/A,N/A
20/05/2008,181.83,186.16,180.12,185.9,34637473,0.295,1.25%,23.8235,N/A,N/A
21/05/2008,185.61,188,176.25,178.19,41344865,-0.988,-4.15%,22.8355,N/A,N/A
22/05/2008,179.18,181.33,172,177.05,43105919,-0.146,-0.64%,22.6894,N/A,N/A
23/05/2008,180.75,181.99,177.8,181.17,32440244,0.528,2.33%,23.2174,N/A,N/A
27/05/2008,182.8,186.43,181.84,186.43,28210871,0.674,2.90%,23.8914,N/A,N/A
28/05/2008,187.49,187.95,183.72,187.01,26570641,0.074,0.31%,23.9658,N/A,N/A
29/05/2008,186.93,188.2,185.5,186.69,23113799,-0.041,-0.17%,23.9248,N/A,N/A
30/05/2008,187.5,189.54,187.38,188.75,21792225,0.264,1.10%,24.1888,N/A,N/A
02/06/2008,188.5,189.65,184.53,186.1,24280000,-0.34,-1.40%,23.8492,N/A,N/A
03/06/2008,186.9,188.2,182.3354,185.37,27049567,-0.094,-0.39%,23.7556,N/A,N/A
04/06/2008,184,187.09,183.23,185.19,25981128,-0.023,-0.10%,23.7325,N/A,N/A
05/06/2008,186.25,189.84,185.7,189.43,26980102,0.543,2.29%,24.2759,N/A,N/A
06/06/2008,188,189.95,185.55,185.64,34515075,-0.486,-2.00%,23.7902,N/A,N/A
09/06/2008,184.92,184.94,175.75,181.61,67442535,-0.516,-2.17%,23.2738,N/A,N/A
10/06/2008,180.33,186.78,179.02,185.64,40747845,0.516,2.22%,23.7902,N/A,N/A
11/06/2008,184.34,186,179.59,180.81,34341045,-0.619,-2.60%,23.1712,N/A,N/A
12/06/2008,181.45,182.6,171.2,173.26,46726115,-0.968,-4.18%,22.2037,N/A,N/A
13/06/2008,171.5,174.16,165.31,172.37,48069881,-0.114,-0.51%,22.0896,N/A,N/A
16/06/2008,171.25,177.9,169.07,176.84,37561768,0.573,2.59%,22.6625,N/A,N/A
17/06/2008,178.17,181.99,177.41,181.43,32148419,0.588,2.60%,23.2507,N/A,N/A
18/06/2008,181,182.2,177.35,178.75,28980970,-0.343,-1.48%,22.9072,N/A,N/A
19/06/2008,178.48,182.34,176.8,180.9,28311343,0.276,1.20%,23.1828,N/A,N/A
20/06/2008,176.55,181,175,175.27,31727397,-0.721,-3.11%,22.4613,N/A,N/A
23/06/2008,174.78,175.88,171.56,173.16,23072024,-0.27,-1.20%,22.1909,N/A,N/A
24/06/2008,172.06,175.78,171.63,173.25,22216923,0.012,0.05%,22.2024,N/A,N/A
25/06/2008,174.5,178.83,173.88,177.39,23016067,0.531,2.39%,22.7329,N/A,N/A
26/06/2008,174.14,174.844,168.01,168.26,31057440,-1.17,-5.15%,21.5629,N/A,N/A
27/06/2008,166.44,170.57,164.15,170.09,37223115,0.235,1.09%,21.7974,N/A,N/A
30/06/2008,170.04,172,166.62,167.44,24440648,-0.34,-1.56%,21.4578,N/A,N/A
01/07/2008,164.05,174.72,164,174.68,39688556,0.928,4.32%,22.3857,N/A,N/A
02/07/2008,175.05,177.45,168.1788,168.18,29951728,-0.833,-3.72%,21.5527,N/A,N/A
03/07/2008,169.59,172.17,165.75,170.12,18694175,0.249,1.15%,21.8013,N/A,N/A
07/07/2008,173,177.13,171.9,175.16,29299603,0.646,2.96%,22.4472,N/A,N/A
08/07/2008,175.4,179.7,172.7401,179.55,31738989,0.563,2.51%,23.0098,N/A,N/A
09/07/2008,180.25,180.91,174.14,174.25,32003589,-0.679,-2.95%,22.3306,N/A,N/A
10/07/2008,174.91,177.34,171.37,176.63,30024547,0.305,1.37%,22.6356,N/A,N/A
11/07/2008,175.37,177.11,171,172.58,33214614,-0.519,-2.29%,22.1165,N/A,N/A
14/07/2008,175.37,179.3,173.08,173.88,31644790,0.167,0.75%,22.2831,N/A,N/A
15/07/2008,172.3,173.74,166.39,169.64,37144352,-0.543,-2.44%,21.7398,N/A,N/A
16/07/2008,170.08,172.93,168.6,172.81,26716567,0.406,1.87%,22.146,N/A,N/A
17/07/2008,174.09,174.98,171.39,171.81,27054456,-0.128,-0.58%,22.0179,N/A,N/A
18/07/2008,168.21,169.65,165,165.15,31014721,-0.853,-3.88%,21.1644,N/A,N/A
21/07/2008,166.9,167.5,161.12,166.29,48588195,0.146,0.69%,21.3105,N/A,N/A
22/07/2008,148.9,162.76,146.53,162.02,67128289,-0.547,-2.57%,20.7632,N/A,N/A
23/07/2008,165.15,168.37,161.56,166.26,37920218,0.543,2.62%,21.3066,N/A,N/A
24/07/2008,164.3,165.26,158.45,159.03,29986320,-0.927,-4.35%,20.3801,N/A,N/A
25/07/2008,160.37,163,158.65,162.12,22629822,0.396,1.94%,20.7761,N/A,N/A
28/07/2008,162.18,162.47,154.02,154.4,27891235,-0.989,-4.76%,19.7867,N/A,N/A
29/07/2008,156.55,159.45,153.65,157.08,24437215,0.343,1.74%,20.1302,N/A,N/A
30/07/2008,157.71,160.49,156.08,159.88,25902261,0.359,1.78%,20.489,N/A,N/A
31/07/2008,157.7,162.2,156.98,158.95,22768525,-0.119,-0.58%,20.3698,N/A,N/A
01/08/2008,159.94,159.99,155.75,156.66,19461195,-0.293,-1.44%,20.0764,N/A,N/A
04/08/2008,156.58,157.9,152.91,153.23,21167696,-0.44,-2.19%,19.6368,N/A,N/A
05/08/2008,155.5,160.8,154.82,160.64,24594669,0.95,4.84%,20.5864,N/A,N/A
06/08/2008,159.97,167.4,158,164.19,28266458,0.455,2.21%,21.0413,N/A,N/A
07/08/2008,162.89,166.15,161.5,163.57,24017815,-0.079,-0.38%,20.9619,N/A,N/A
08/08/2008,163.86,169.65,163.75,169.55,25493877,0.766,3.66%,21.7282,N/A,N/A
11/08/2008,170.07,176.5,169.67,173.56,31814513,0.514,2.37%,22.2421,N/A,N/A
12/08/2008,173.52,179.29,173.51,176.73,29857827,0.406,1.83%,22.6484,N/A,N/A
13/08/2008,177.98,180,175.9,179.3,30082065,0.329,1.45%,22.9777,N/A,N/A
14/08/2008,178.33,180.45,177.84,179.32,25392466,0.003,0.01%,22.9803,N/A,N/A
15/08/2008,179.04,179.75,175.05,175.74,25293739,-0.459,-2.00%,22.5215,N/A,N/A
18/08/2008,175.57,177.81,173.82,175.39,19694351,-0.045,-0.20%,22.4766,N/A,N/A
19/08/2008,174.54,177.07,171.81,173.53,21992316,-0.238,-1.06%,22.2383,N/A,N/A
20/08/2008,174.7725,176.94,173.61,175.84,18104928,0.296,1.33%,22.5343,N/A,N/A
21/08/2008,174.47,175.45,171.89,174.29,19274492,-0.199,-0.88%,22.3357,N/A,N/A
22/08/2008,175.82,177.5,175.57,176.79,15700338,0.32,1.43%,22.6561,N/A,N/A
25/08/2008,176.15,176.23,171.66,172.55,17296909,-0.543,-2.40%,22.1127,N/A,N/A
26/08/2008,172.76,174.88,172.6101,173.64,15912488,0.14,0.63%,22.2524,N/A,N/A
27/08/2008,173.31,175.76,172.1909,174.67,17036420,0.132,0.59%,22.3844,N/A,N/A
28/08/2008,175.28,176.25,172.75,173.74,15390262,-0.119,-0.53%,22.2652,N/A,N/A
29/08/2008,172.96,173.5,169.0401,169.53,21402968,-0.54,-2.42%,21.7257,N/A,N/A
02/09/2008,172.4,173.5,165,166.19,27883790,-0.428,-1.97%,21.2976,N/A,N/A
03/09/2008,166.84,168.68,164,166.96,26243129,0.099,0.46%,21.3963,N/A,N/A
04/09/2008,165.86,167.9125,160.81,161.22,26534276,-0.736,-3.44%,20.6607,N/A,N/A
05/09/2008,158.59,162.4,157.65,160.18,28092778,-0.133,-0.65%,20.5274,N/A,N/A
08/09/2008,164.57,164.89,151.4585,157.92,37354451,-0.29,-1.41%,20.2378,N/A,N/A
09/09/2008,156.86,159.96,149.79,151.68,44440632,-0.8,-3.95%,19.4382,N/A,N/A
10/09/2008,152.32,154.99,148.8,151.61,34753033,-0.009,-0.05%,19.4292,N/A,N/A
11/09/2008,148.18,152.99,146,152.65,34661089,0.133,0.69%,19.5625,N/A,N/A
12/09/2008,150.9099,150.9099,146.5,148.94,28320609,-0.475,-2.43%,19.087,N/A,N/A
15/09/2008,142.03,147.69,140.36,140.36,32842601,-1.1,-5.76%,17.9875,N/A,N/A
16/09/2008,133.86,142.5,132.15,139.88,42803877,-0.062,-0.34%,17.926,N/A,N/A
17/09/2008,138.49,138.51,127.83,127.83,42842543,-1.544,-8.61%,16.3817,N/A,N/A
18/09/2008,130.57,140,120.68,134.09,59814044,0.802,4.90%,17.1839,N/A,N/A
19/09/2008,142.6,144.2,136.31,140.91,51098507,0.874,5.09%,18.058,N/A,N/A
22/09/2008,139.94,140.25,130.66,131.05,30571730,-1.264,-7.00%,16.7944,N/A,N/A
23/09/2008,131.85,135.8,126.66,126.84,45702460,-0.54,-3.21%,16.2548,N/A,N/A
24/09/2008,127.27,130.95,125.15,128.71,37390304,0.24,1.47%,16.4945,N/A,N/A
25/09/2008,129.8,134.79,128.52,131.93,35851505,0.413,2.50%,16.9071,N/A,N/A
26/09/2008,124.91,129.8,123,128.24,40202275,-0.473,-2.80%,16.4343,N/A,N/A
29/09/2008,119.62,119.68,100.59,105.26,93572355,-2.945,-17.92%,13.4893,N/A,N/A
30/09/2008,108.25,115,106.3,113.66,58095140,1.076,7.98%,14.5658,N/A,N/A
01/10/2008,111.92,112.36,107.39,109.12,46299463,-0.582,-3.99%,13.984,N/A,N/A
02/10/2008,108.01,108.79,100,100.1,57467305,-1.156,-8.27%,12.8281,N/A,N/A
03/10/2008,104,106.5,94.65,97.07,81941512,-0.388,-3.03%,12.4398,N/A,N/A
06/10/2008,91.96,98.78,87.54,98.14,75250025,0.137,1.10%,12.5769,N/A,N/A
07/10/2008,100.48,101.5,88.95,89.16,67095732,-1.151,-9.15%,11.4261,N/A,N/A
08/10/2008,85.9125,96.33,85.68,89.79,78843320,0.081,0.71%,11.5068,N/A,N/A
09/10/2008,93.35,95.8,86.6,88.74,57757602,-0.135,-1.17%,11.3722,N/A,N/A
10/10/2008,85.7,100,85,96.8,79256888,1.033,9.08%,12.4052,N/A,N/A
13/10/2008,104.55,110.53,101.02,110.26,54961801,1.725,13.90%,14.1301,N/A,N/A
14/10/2008,116.26,116.4,103.14,104.08,70753880,-0.792,-5.60%,13.3381,N/A,N/A
15/10/2008,103.84,107,97.89,97.95,56516666,-0.786,-5.89%,12.5525,N/A,N/A
16/10/2008,99.77,103.43,91.74,101.89,70568261,0.505,4.02%,13.0574,N/A,N/A
17/10/2008,99.6,102.04,85.885,97.4,62907547,-0.575,-4.41%,12.482,N/A,N/A
20/10/2008,99.78,100.03,93.64,98.44,55264967,0.133,1.07%,12.6153,N/A,N/A
21/10/2008,96.95,97.9,91.16,91.49,75931674,-0.891,-7.06%,11.7247,N/A,N/A
22/10/2008,97.37,101.25,92.93,96.87,80248085,0.689,5.88%,12.4141,N/A,N/A
23/10/2008,96.51,99.25,91.9,98.23,59790696,0.174,1.40%,12.5884,N/A,N/A
24/10/2008,90.33,97.9,90.11,96.38,56769606,-0.237,-1.88%,12.3513,N/A,N/A
27/10/2008,95.07,97.63,91.86,92.09,43158606,-0.55,-4.45%,11.8016,N/A,N/A
28/10/2008,95.43,100.5,92.37,99.91,58261621,1.002,8.49%,12.8037,N/A,N/A
29/10/2008,100.86,109.54,99.94,104.55,69718151,0.595,4.64%,13.3983,N/A,N/A
30/10/2008,108.23,112.19,107.61,111.04,58460152,0.832,6.21%,14.23,N/A,N/A
31/10/2008,107.4,110.78,105.14,107.59,59275558,-0.442,-3.11%,13.7879,N/A,N/A
03/11/2008,105.93,109.1,104.86,106.96,37782578,-0.081,-0.59%,13.7072,N/A,N/A
04/11/2008,109.99,111.79,106.67,110.99,49951809,0.516,3.77%,14.2236,N/A,N/A
05/11/2008,108.91,109.72,102.99,103.3,44880056,-0.985,-6.93%,13.2381,N/A,N/A
06/11/2008,101.05,102.78,98,99.1,47109410,-0.538,-4.07%,12.6999,N/A,N/A
07/11/2008,99.24,99.85,95.72,98.24,39104087,-0.11,-0.87%,12.5897,N/A,N/A
10/11/2008,100.17,100.4,94.5,95.88,40136352,-0.302,-2.40%,12.2873,N/A,N/A
11/11/2008,94.81,97.17,92.26,94.77,43727056,-0.142,-1.16%,12.145,N/A,N/A
12/11/2008,92.43,93.24,90.01,90.12,42034994,-0.596,-4.91%,11.5491,N/A,N/A
13/11/2008,89.87,96.44,86.02,96.44,66215541,0.81,7.01%,12.359,N/A,N/A
14/11/2008,93.76,93.99,90,90.24,50158431,-0.795,-6.43%,11.5645,N/A,N/A
17/11/2008,88.48,90.55,87.26,88.14,41518252,-0.269,-2.33%,11.2953,N/A,N/A
18/11/2008,89.64,90.99,86.86,89.91,43203176,0.227,2.01%,11.5222,N/A,N/A
19/11/2008,89.44,91.58,86.21,86.29,41849683,-0.464,-4.03%,11.0583,N/A,N/A
20/11/2008,85.24,86.45,80,80.49,61277681,-0.743,-6.72%,10.315,N/A,N/A
21/11/2008,81.93,84.12,79.14,82.58,56043037,0.268,2.60%,10.5828,N/A,N/A
24/11/2008,85.21,94.79,84.84,92.95,51506732,1.329,12.56%,11.9118,N/A,N/A
25/11/2008,94.63,94.7099,88.16,90.8,44116285,-0.276,-2.31%,11.6362,N/A,N/A
26/11/2008,89.92,95.25,89.85,95,32136730,0.538,4.63%,12.1745,N/A,N/A
28/11/2008,94.7,94.76,91.86,92.67,10757337,-0.299,-2.45%,11.8759,N/A,N/A
01/12/2008,91.3,92.27,88.923,88.93,32984418,-0.479,-4.04%,11.3966,N/A,N/A
02/12/2008,90.03,92.65,86.5,92.47,41024413,0.454,3.98%,11.8502,N/A,N/A
03/12/2008,89.4,96.23,88.8,95.9,47808949,0.44,3.71%,12.2898,N/A,N/A
04/12/2008,94.43,95.21,89.06,91.41,38976529,-0.575,-4.68%,11.7144,N/A,N/A
05/12/2008,90.35,94.49,88.86,94,37274625,0.332,2.83%,12.0463,N/A,N/A
08/12/2008,97.28,100.8,95.8,99.72,42298759,0.733,6.09%,12.7794,N/A,N/A
09/12/2008,98.395,103.6,97.21,100.06,42980663,0.044,0.34%,12.8229,N/A,N/A
10/12/2008,97.87,99.49,96.5,98.21,33496171,-0.237,-1.85%,12.5858,N/A,N/A
11/12/2008,97.35,101.24,94.83,95,37163263,-0.411,-3.27%,12.1745,N/A,N/A
12/12/2008,92.8,99,92.53,98.27,37184729,0.419,3.44%,12.5935,N/A,N/A
15/12/2008,95.99,96.21,93,94.75,31800611,-0.451,-3.58%,12.1424,N/A,N/A
16/12/2008,93.98,96.48,92.75,95.43,39875022,0.087,0.72%,12.2296,N/A,N/A
17/12/2008,91.03,91.1,88.02,89.16,46219920,-0.804,-6.57%,11.4261,N/A,N/A
18/12/2008,89.31,90.83,88.44,89.43,30588784,0.035,0.30%,11.4607,N/A,N/A
19/12/2008,90.13,90.94,88.8,90,28639968,0.073,0.64%,11.5337,N/A,N/A
22/12/2008,90.02,90.03,84.69,85.74,30168787,-0.546,-4.73%,10.9878,N/A,N/A
23/12/2008,86.87,87.87,85.9,86.38,22680083,0.082,0.75%,11.0698,N/A,N/A
24/12/2008,86.14,86.25,84.55,85.04,9694994,-0.172,-1.55%,10.8981,N/A,N/A
26/12/2008,86.64,87.42,85.24,85.81,11013216,0.099,0.91%,10.9968,N/A,N/A
29/12/2008,86.52,87.62,85.07,86.61,24500334,0.103,0.93%,11.0993,N/A,N/A
30/12/2008,87.42,88.05,84.72,86.29,34518839,-0.041,-0.37%,11.0583,N/A,N/A
31/12/2008,85.97,87.74,85.34,85.35,21705209,-0.12,-1.09%,10.9378,N/A,N/A
02/01/2009,85.88,91.04,85.16,90.75,26644000,0.692,6.33%,11.6298,N/A,N/A
05/01/2009,93.17,96.18,92.71,94.58,42197180,0.491,4.22%,12.1207,N/A,N/A
06/01/2009,95.95,97.17,92.39,93.02,46046464,-0.2,-1.65%,11.9207,N/A,N/A
07/01/2009,91.81,92.5,90.26,91.01,26892965,-0.258,-2.16%,11.6631,N/A,N/A
08/01/2009,90.43,93.15,90.04,92.7,23912766,0.217,1.86%,11.8797,N/A,N/A
09/01/2009,93.21,93.38,90.14,90.58,19529147,-0.272,-2.29%,11.608,N/A,N/A
12/01/2009,90.46,90.99,87.55,88.66,21974413,-0.246,-2.12%,11.362,N/A,N/A
13/01/2009,88.24,89.7399,86.35,87.71,28439469,-0.122,-1.07%,11.2402,N/A,N/A
14/01/2009,86.24,87.25,84.72,85.33,36770643,-0.305,-2.71%,10.9352,N/A,N/A
15/01/2009,80.56,84.12,80.05,83.38,65416918,-0.25,-2.29%,10.6853,N/A,N/A
16/01/2009,84.3,84.38,80.4,82.33,37404651,-0.135,-1.26%,10.5508,N/A,N/A
20/01/2009,81.93,82,78.2,78.2,32513191,-0.529,-5.02%,10.0215,N/A,N/A
21/01/2009,79.45,82.88,79.31,82.83,38515758,0.593,5.92%,10.6149,N/A,N/A
22/01/2009,88,90,85.82,88.36,49555892,0.709,6.68%,11.3235,N/A,N/A
23/01/2009,86.81,89.87,86.5,88.36,27120487,0,0.00%,11.3235,N/A,N/A
26/01/2009,88.88,90.97,88.3,89.64,24722632,0.164,1.45%,11.4876,N/A,N/A
27/01/2009,90.19,91.55,89.74,90.73,21770654,0.14,1.22%,11.6273,N/A,N/A
28/01/2009,92.15,95,91.5,94.2,30764189,0.445,3.82%,12.072,N/A,N/A
29/01/2009,93.09,94.34,92.6,93,21164899,-0.154,-1.27%,11.9182,N/A,N/A
30/01/2009,92.62,93.62,90.01,90.13,23265745,-0.368,-3.09%,11.5504,N/A,N/A
02/02/2009,89.1,92,88.9,91.51,19931252,0.177,1.53%,11.7272,N/A,N/A
03/02/2009,91.92,93.38,90.28,92.98,20825114,0.188,1.61%,11.9156,N/A,N/A
04/02/2009,93.24,96.25,93.1,93.55,28726746,0.073,0.61%,11.9887,N/A,N/A
05/02/2009,92.77,97.25,92.62,96.46,26239339,0.373,3.11%,12.3616,N/A,N/A
06/02/2009,97,100,97,99.72,24085676,0.418,3.38%,12.7794,N/A,N/A
09/02/2009,101.165,103,99.5,102.51,25354651,0.358,2.80%,13.1369,N/A,N/A
10/02/2009,101.17,102.51,97.06,97.83,29937454,-0.6,-4.57%,12.5371,N/A,N/A
11/02/2009,96.35,98.31,95.77,96.82,23966700,-0.129,-1.03%,12.4077,N/A,N/A
12/02/2009,95.83,99.75,95.83,99.27,28837796,0.314,2.53%,12.7217,N/A,N/A
13/02/2009,99.11,99.94,98.12,99.16,21645440,-0.014,-0.11%,12.7076,N/A,N/A
17/02/2009,96.79,97.04,94.28,94.53,23586977,-0.593,-4.67%,12.1142,N/A,N/A
18/02/2009,95.03,95.85,92.72,94.37,24348903,-0.021,-0.17%,12.0937,N/A,N/A
19/02/2009,93.37,94.25,90.11,90.64,32202809,-0.478,-3.95%,11.6157,N/A,N/A
20/02/2009,89.4,92.4,89,91.2,26780147,0.072,0.62%,11.6875,N/A,N/A
23/02/2009,91.6,92,86.51,86.95,26877795,-0.545,-4.66%,11.1428,N/A,N/A
24/02/2009,87.4475,90.89,87,90.25,26998802,0.423,3.80%,11.5658,N/A,N/A
25/02/2009,89.86,92.92,89.25,91.16,29196021,0.117,1.01%,11.6824,N/A,N/A
26/02/2009,92,92.92,88.96,89.19,22043644,-0.252,-2.16%,11.4299,N/A,N/A
27/02/2009,87.91,91.3,87.67,89.31,25128304,0.015,0.13%,11.4453,N/A,N/A
02/03/2009,89.31,91.2,87.67,87.94,27266332,-0.176,-1.53%,11.2697,N/A,N/A
03/03/2009,88.83,90.74,87.88,88.37,25757670,0.055,0.49%,11.3248,N/A,N/A
04/03/2009,90.24,92.77,89.45,91.17,26464128,0.359,3.17%,11.6837,N/A,N/A
05/03/2009,90.25,91.87,88.45,88.84,25186995,-0.299,-2.56%,11.3851,N/A,N/A
06/03/2009,88.34,88.4,82.33,85.3,36073248,-0.454,-3.98%,10.9314,N/A,N/A
09/03/2009,84.12,87.6,82.57,83.11,24918955,-0.281,-2.57%,10.6507,N/A,N/A
10/03/2009,84.87,89.17,84.36,88.6275,30098566,0.707,6.64%,11.3578,N/A,N/A
11/03/2009,89.9,94.07,89.58,92.68,30186469,0.519,4.57%,11.8772,N/A,N/A
12/03/2009,92.9703,96.58,92,96.35,27420679,0.47,3.96%,12.3475,N/A,N/A
13/03/2009,96.3,97.2,95.01,95.93,21456672,-0.054,-0.44%,12.2937,N/A,N/A
16/03/2009,96.45,97.39,94.18,95.42,28469054,-0.065,-0.53%,12.2283,N/A,N/A
17/03/2009,95.26,99.69,95.07,99.66,28094478,0.543,4.44%,12.7717,N/A,N/A
18/03/2009,99.91,103.48,99.72,101.52,28424199,0.238,1.87%,13.01,N/A,N/A
19/03/2009,101.91,103.2,100.25,101.62,17844248,0.013,0.10%,13.0228,N/A,N/A
20/03/2009,102.09,103.11,100.57,101.59,24838367,-0.004,-0.03%,13.019,N/A,N/A
23/03/2009,102.71,108.16,101.75,107.66,23513705,0.778,5.98%,13.7969,N/A,N/A
24/03/2009,106.36,109.44,105.3872,106.83,22670228,-0.106,-0.77%,13.6905,N/A,N/A
25/03/2009,107.58,108.36,103.86,106.49,23086232,-0.044,-0.32%,13.6469,N/A,N/A
26/03/2009,107.83,109.98,107.58,109.87,21941766,0.433,3.17%,14.0801,N/A,N/A
27/03/2009,108.23,108.53,106.4,106.85,17563612,-0.387,-2.75%,13.6931,N/A,N/A
30/03/2009,104.51,105.01,102.61,104.49,17953268,-0.302,-2.21%,13.3906,N/A,N/A
31/03/2009,105.45,107.45,105,105.12,20338263,0.081,0.60%,13.4714,N/A,N/A
01/04/2009,104.09,109,103.89,108.69,21016648,0.458,3.40%,13.9289,N/A,N/A
02/04/2009,110.145,114.75,109.78,112.71,28944900,0.515,3.70%,14.4441,N/A,N/A
03/04/2009,114.19,116.13,113.52,115.99,22615086,0.42,2.91%,14.8644,N/A,N/A
06/04/2009,114.94,118.75,113.28,118.45,23455767,0.315,2.12%,15.1796,N/A,N/A
07/04/2009,116.53,116.67,114.19,115,19131109,-0.442,-2.91%,14.7375,N/A,N/A
